PLR_ID,Planungsraum,Einwohner,Grünflächen,Grünflächen in h,Bezirk,PLR in h
12231102,Frohnau,16828,31,26.936390625,Reinickendorf,780.8798
12301203,WittenauSüd,15084,8,13.8011,Reinickendorf,255.0312
12301204,WittenauNord,6229,16,54.80013125,Reinickendorf,248.6376
12301205,Waidmannslust,5005,5,3.59583984375,Reinickendorf,172.7543
12301206,Lübars,5185,8,54.1984,Reinickendorf,499.1071
12302108,Märkisches Zentrum,14578,4,9.0447203125,Reinickendorf,113.335
12302109,Treuenbrietzener Str.,11691,2,0.7667,Reinickendorf,91.5075
12302110,Dannenwalder Weg,10574,1,1.0825,Reinickendorf,52.1714
12302211,Lübarser Straße,3339,2,3.4558,Reinickendorf,112.9842
12304314,Ziekowstraße/Freie Scholle,9738,14,36.80446875,Reinickendorf,221.8575
